Date,Close/Last,Volume,Open,High,Low
12/04/2019,2547,N/A,2547,2547,2547
12/03/2019,2565,N/A,2565,2565,2565
12/02/2019,2544,N/A,2544,2544,2544
11/29/2019,2568,N/A,2568,2568,2568
11/27/2019,2597,N/A,2597,2597,2597
11/26/2019,2656,N/A,2656,2656,2656
11/25/2019,2598,N/A,2598,2598,2598
11/22/2019,2617,N/A,2617,2617,2617
11/21/2019,2642,N/A,2642,2642,2642
11/20/2019,2628,N/A,2628,2628,2628
11/19/2019,2653,N/A,2653,2653,2653
11/18/2019,2664,N/A,2664,2664,2664
11/15/2019,2681,N/A,2681,2681,2681
11/14/2019,2761,N/A,2761,2761,2761
11/13/2019,2675,N/A,2675,2675,2675
11/12/2019,2633,N/A,2633,2633,2633
11/11/2019,2533,N/A,2533,2533,2533
11/08/2019,2503,N/A,2503,2503,2503
11/07/2019,2440,N/A,2440,2440,2440
11/06/2019,2444,N/A,2444,2444,2444
11/05/2019,2484,N/A,2484,2484,2484
11/04/2019,2486,N/A,2486,2486,2486
11/01/2019,2478,N/A,2478,2478,2478
10/31/2019,2403,N/A,2403,2403,2403
10/30/2019,2454,N/A,2454,2454,2454
10/29/2019,2485,N/A,2485,2485,2485
10/28/2019,2463,N/A,2463,2463,2463
10/25/2019,2435,N/A,2435,2435,2435
10/24/2019,2463,N/A,2463,2463,2463
10/23/2019,2457,N/A,2457,2457,2457
10/22/2019,2448,N/A,2448,2448,2448
10/21/2019,2474,N/A,2474,2474,2474
10/18/2019,2486,N/A,2486,2486,2486
10/17/2019,2488,N/A,2488,2488,2488
10/16/2019,2515,N/A,2515,2515,2515
10/15/2019,2522,N/A,2522,2522,2522
10/14/2019,2449,N/A,2449,2449,2449
10/11/2019,2506,N/A,2506,2506,2506
10/10/2019,2460,N/A,2460,2460,2460
10/09/2019,2407,N/A,2407,2407,2407
10/08/2019,2448,N/A,2448,2448,2448
10/07/2019,2422,N/A,2422,2422,2422
10/04/2019,2475,N/A,2475,2475,2475
10/03/2019,2520,N/A,2520,2520,2520
10/02/2019,2482,N/A,2482,2482,2482
10/01/2019,2453,N/A,2453,2453,2453
09/30/2019,2442,N/A,2442,2442,2442
09/27/2019,2490,N/A,2490,2490,2490
09/26/2019,2505,N/A,2505,2505,2505
09/25/2019,2469,N/A,2469,2469,2469
09/24/2019,2439,N/A,2439,2439,2439
09/23/2019,2454,N/A,2454,2454,2454
09/20/2019,2473,N/A,2473,2473,2473
09/19/2019,2468,N/A,2468,2468,2468
09/18/2019,2401,N/A,2401,2401,2401
09/17/2019,2394,N/A,2394,2394,2394
09/16/2019,2383,N/A,2383,2383,2383
09/13/2019,2337,N/A,2337,2337,2337
09/12/2019,2319,N/A,2319,2319,2319
09/11/2019,2304,N/A,2304,2304,2304
09/10/2019,2287,N/A,2287,2287,2287
09/09/2019,2304,N/A,2304,2304,2304
09/06/2019,2277,N/A,2277,2277,2277
09/05/2019,2245,N/A,2245,2245,2245
09/04/2019,2269,N/A,2269,2269,2269
09/03/2019,2245,N/A,2245,2245,2245
08/30/2019,2222,N/A,2222,2222,2222
08/29/2019,2185,N/A,2185,2185,2185
08/28/2019,2243,N/A,2243,2243,2243
08/27/2019,2247,N/A,2247,2247,2247
08/26/2019,2238,N/A,2238,2238,2238
08/23/2019,2238,N/A,2238,2238,2238
08/22/2019,2230,N/A,2230,2230,2230
08/21/2019,2207,N/A,2207,2207,2207
08/20/2019,2174,N/A,2174,2174,2174
08/19/2019,2191,N/A,2191,2191,2191
08/16/2019,2187,N/A,2187,2187,2187
08/15/2019,2134,N/A,2134,2134,2134
08/14/2019,2143,N/A,2143,2143,2143
08/13/2019,2153,N/A,2153,2153,2153
08/12/2019,2194,N/A,2194,2194,2194
08/09/2019,2195,N/A,2195,2195,2195
08/08/2019,2205,N/A,2205,2205,2205
08/07/2019,2224,N/A,2224,2224,2224
08/06/2019,2252,N/A,2252,2252,2252
08/05/2019,2308,N/A,2308,2308,2308
08/02/2019,2320,N/A,2320,2320,2320
08/01/2019,2329,N/A,2329,2329,2329
07/31/2019,2345,N/A,2345,2345,2345
07/30/2019,2379,N/A,2379,2379,2379
07/29/2019,2383,N/A,2383,2383,2383
07/26/2019,2389,N/A,2389,2389,2389
07/25/2019,2434,N/A,2434,2434,2434
07/24/2019,2463,N/A,2463,2463,2463
07/23/2019,2475,N/A,2475,2475,2475
07/22/2019,2532,N/A,2532,2532,2532
07/19/2019,2467,N/A,2467,2467,2467
07/18/2019,2440,N/A,2440,2440,2440
07/17/2019,2424,N/A,2424,2424,2424
07/16/2019,2429,N/A,2429,2429,2429
07/15/2019,2420,N/A,2420,2420,2420
07/12/2019,2503,N/A,2503,2503,2503
07/11/2019,2491,N/A,2491,2491,2491
07/10/2019,2509,N/A,2509,2509,2509
07/09/2019,2522,N/A,2522,2522,2522
07/08/2019,2577,N/A,2577,2577,2577
07/05/2019,2463,N/A,2463,2463,2463
07/03/2019,2433,N/A,2433,2433,2433
07/02/2019,2472,N/A,2472,2472,2472
07/01/2019,2501,N/A,2501,2501,2501
06/28/2019,2425,N/A,2425,2425,2425
06/27/2019,2453,N/A,2453,2453,2453
06/26/2019,2461,N/A,2461,2461,2461
06/25/2019,2464,N/A,2464,2464,2464
06/24/2019,2487,N/A,2487,2487,2487
06/21/2019,2502,N/A,2502,2502,2502
06/20/2019,2446,N/A,2446,2446,2446
06/19/2019,2513,N/A,2513,2513,2513
06/18/2019,2500,N/A,2500,2500,2500
06/17/2019,2479,N/A,2479,2479,2479
06/14/2019,2496,N/A,2496,2496,2496
06/13/2019,2527,N/A,2527,2527,2527
06/12/2019,2568,N/A,2568,2568,2568
06/11/2019,2539,N/A,2539,2539,2539
06/10/2019,2544,N/A,2544,2544,2544
06/07/2019,2478,N/A,2478,2478,2478
06/06/2019,2427,8,2441,2441,2441
06/05/2019,2401,N/A,2401,2401,2401
06/04/2019,2360,N/A,2360,2360,2360
06/03/2019,2351,N/A,2351,2351,2351
05/31/2019,2400,N/A,2400,2400,2400
05/30/2019,2428,N/A,2428,2428,2428
05/29/2019,2438,N/A,2438,2438,2438
05/28/2019,2450,N/A,2450,2450,2450
05/24/2019,2467,N/A,2467,2467,2467
05/23/2019,2426,N/A,2426,2426,2426
05/22/2019,2413,N/A,2413,2413,2413
05/21/2019,2446,N/A,2446,2446,2446
05/20/2019,2387,N/A,2387,2387,2387
05/17/2019,2353,N/A,2353,2353,2353
05/16/2019,2372,N/A,2372,2372,2372
05/15/2019,2321,N/A,2321,2321,2321
05/14/2019,2293,N/A,2293,2293,2293
05/13/2019,2287,N/A,2287,2287,2287
05/10/2019,2312,N/A,2312,2312,2312
05/09/2019,2336,N/A,2336,2336,2336
05/08/2019,2305,N/A,2305,2305,2305
05/07/2019,2301,N/A,2301,2301,2301
05/06/2019,2340,N/A,2340,2340,2340
05/03/2019,2379,N/A,2379,2379,2379
05/02/2019,2374,N/A,2374,2374,2374
05/01/2019,2315,N/A,2315,2315,2315
04/30/2019,2359,N/A,2359,2359,2359
04/29/2019,2383,N/A,2383,2383,2383
04/26/2019,2335,N/A,2335,2335,2335
04/25/2019,2285,N/A,2285,2285,2285
04/24/2019,2248,N/A,2248,2248,2248
04/23/2019,2292,N/A,2292,2292,2292
04/22/2019,2342,N/A,2342,2342,2342
04/18/2019,2372,N/A,2372,2372,2372
04/17/2019,2403,N/A,2403,2403,2403
04/16/2019,2346,N/A,2346,2346,2346
04/15/2019,2406,N/A,2406,2406,2406
04/12/2019,2424,N/A,2424,2424,2424
04/11/2019,2388,N/A,2388,2388,2388
04/10/2019,2443,N/A,2443,2443,2443
04/09/2019,2446,N/A,2446,2446,2446
04/08/2019,2430,N/A,2430,2430,2430
04/05/2019,2413,N/A,2413,2413,2413
04/04/2019,2415,N/A,2415,2415,2415
04/03/2019,2376,N/A,2376,2376,2376
04/02/2019,2356,N/A,2356,2356,2356
04/01/2019,2327,N/A,2327,2327,2327
03/29/2019,2280,N/A,2280,2280,2280
03/28/2019,2257,N/A,2257,2257,2257
03/27/2019,2248,N/A,2248,2248,2248
03/26/2019,2237,N/A,2237,2237,2237
03/25/2019,2216,N/A,2216,2216,2216
03/22/2019,2159,N/A,2159,2159,2159
03/21/2019,2132,N/A,2132,2132,2132
03/20/2019,2143,N/A,2143,2143,2143
03/19/2019,2202,N/A,2202,2202,2202
03/18/2019,2196,N/A,2196,2196,2196
03/15/2019,2197,N/A,2197,2197,2197
03/14/2019,2214,N/A,2214,2214,2214
03/13/2019,2216,N/A,2216,2216,2216
03/12/2019,2217,N/A,2217,2217,2217
03/11/2019,2202,N/A,2202,2202,2202
03/08/2019,2198,N/A,2198,2198,2198
03/07/2019,2182,N/A,2182,2182,2182
03/06/2019,2245,N/A,2245,2245,2245
03/05/2019,2157,N/A,2157,2157,2157
03/04/2019,2156,N/A,2156,2156,2156
03/01/2019,2217,N/A,2217,2217,2217
02/28/2019,2247,N/A,2247,2247,2247
02/27/2019,2313,N/A,2313,2313,2313
02/26/2019,2276,N/A,2276,2276,2276
02/25/2019,2256,N/A,2256,2256,2256
02/22/2019,2288,N/A,2288,2288,2288
02/21/2019,2275,N/A,2275,2275,2275
02/20/2019,2317,N/A,2317,2317,2317
02/19/2019,2350,N/A,2350,2350,2350
02/15/2019,2339,N/A,2339,2339,2339
02/14/2019,2270,N/A,2270,2270,2270
02/13/2019,2248,N/A,2248,2248,2248
02/12/2019,2227,N/A,2227,2227,2227
02/11/2019,2224,N/A,2224,2224,2224
02/08/2019,2196,N/A,2196,2196,2196
02/07/2019,2221,N/A,2221,2221,2221
02/06/2019,2257,N/A,2257,2257,2257
02/05/2019,2219,N/A,2219,2219,2219
02/04/2019,2228,N/A,2228,2228,2228
02/01/2019,2168,N/A,2168,2168,2168
01/31/2019,2168,N/A,2168,2168,2168
01/30/2019,2176,N/A,2176,2176,2176
01/29/2019,2215,N/A,2215,2215,2215
01/28/2019,2250,N/A,2250,2250,2250
01/25/2019,2225,N/A,2225,2225,2225
01/24/2019,2256,N/A,2256,2256,2256
01/23/2019,2245,N/A,2245,2245,2245
01/22/2019,2246,N/A,2246,2246,2246
01/18/2019,2307,N/A,2307,2307,2307
01/17/2019,2335,N/A,2335,2335,2335
01/16/2019,2322,N/A,2322,2322,2322
01/15/2019,2274,N/A,2274,2274,2274
01/14/2019,2341,N/A,2341,2341,2341
01/11/2019,2356,N/A,2356,2356,2356
01/10/2019,2369,N/A,2369,2369,2369
01/09/2019,2351,N/A,2351,2351,2351
01/08/2019,2382,N/A,2382,2382,2382
01/07/2019,2410,N/A,2410,2410,2410
01/04/2019,2361,N/A,2361,2361,2361
01/03/2019,2400,N/A,2400,2400,2400
01/02/2019,2394,N/A,2394,2394,2394
12/31/2018,2416,N/A,2416,2416,2416
12/28/2018,2408,N/A,2408,2408,2408
12/27/2018,2373,N/A,2373,2373,2373
12/26/2018,2429,N/A,2429,2429,2429
12/24/2018,2315,N/A,2315,2315,2315
12/21/2018,2271,N/A,2271,2271,2271
12/20/2018,2271,N/A,2271,2271,2271
12/19/2018,2317,N/A,2317,2317,2317
12/18/2018,2271,N/A,2271,2271,2271
12/17/2018,2230,N/A,2230,2230,2230
12/14/2018,2237,N/A,2237,2237,2237
12/13/2018,2250,N/A,2250,2250,2250
12/12/2018,2162,N/A,2162,2162,2162
12/11/2018,2116,N/A,2116,2116,2116
12/10/2018,2206,N/A,2206,2206,2206
12/07/2018,2225,N/A,2225,2225,2225
12/06/2018,2128,N/A,2128,2128,2128
12/05/2018,2110,N/A,2110,2110,2110
12/04/2018,2187,N/A,2187,2187,2187
12/03/2018,2203,N/A,2203,2203,2203
11/30/2018,2203,N/A,2203,2203,2203
11/29/2018,2165,N/A,2165,2165,2165
11/28/2018,2121,N/A,2121,2121,2121
11/27/2018,2145,N/A,2145,2145,2145
11/26/2018,2116,N/A,2116,2116,2116
11/23/2018,2122,N/A,2122,2122,2122
11/21/2018,2145,N/A,2145,2145,2145
11/20/2018,2190,N/A,2190,2190,2190
11/19/2018,2206,N/A,2206,2206,2206
11/16/2018,2234,N/A,2234,2234,2234
11/15/2018,2166,N/A,2166,2166,2166
11/14/2018,2158,N/A,2158,2158,2158
11/13/2018,2211,N/A,2211,2211,2211
11/12/2018,2209,N/A,2209,2209,2209
11/09/2018,2250,N/A,2250,2250,2250
11/08/2018,2265,N/A,2265,2265,2265
11/07/2018,2383,N/A,2383,2383,2383
11/06/2018,2379,N/A,2379,2379,2379
11/05/2018,2312,N/A,2312,2312,2312
11/02/2018,2267,N/A,2267,2267,2267
11/01/2018,2264,N/A,2264,2264,2264
10/31/2018,2234,N/A,2234,2234,2234
10/30/2018,2215,N/A,2215,2215,2215
10/29/2018,2195,N/A,2195,2195,2195
10/26/2018,2251,N/A,2251,2251,2251
10/25/2018,2209,N/A,2209,2209,2209
10/24/2018,2137,N/A,2137,2137,2137
10/23/2018,2187,N/A,2187,2187,2187
10/22/2018,2220,N/A,2220,2220,2220
10/19/2018,2162,N/A,2162,2162,2162
10/18/2018,2145,N/A,2145,2145,2145
10/17/2018,2226,N/A,2226,2226,2226
10/16/2018,2194,N/A,2194,2194,2194
10/15/2018,2141,N/A,2141,2141,2141
10/12/2018,2160,N/A,2160,2160,2160
10/11/2018,2097,N/A,2097,2097,2097
10/10/2018,2088,N/A,2088,2088,2088
10/09/2018,2119,N/A,2119,2119,2119
10/08/2018,2086,N/A,2086,2086,2086
10/05/2018,2024,N/A,2024,2024,2024
10/04/2018,2010,N/A,2010,2010,2010
10/03/2018,2019,N/A,2019,2019,2019
10/02/2018,2086,N/A,2086,2086,2086
10/01/2018,1990,N/A,1990,1990,1990
09/28/2018,2057,N/A,2057,2057,2057
09/27/2018,2114,N/A,2114,2114,2114
09/26/2018,2151,N/A,2151,2151,2151
09/25/2018,2195,N/A,2195,2195,2195
09/24/2018,2235,N/A,2235,2235,2235
09/21/2018,2167,N/A,2167,2167,2167
09/20/2018,2201,N/A,2201,2201,2201
09/19/2018,2195,N/A,2195,2195,2195
09/18/2018,2242,N/A,2242,2242,2242
09/17/2018,2236,N/A,2236,2236,2236
09/14/2018,2219,N/A,2219,2219,2219
09/13/2018,2315,N/A,2315,2315,2315
09/12/2018,2325,N/A,2325,2325,2325
09/11/2018,2284,N/A,2284,2284,2284
09/10/2018,2300,N/A,2300,2300,2300
09/07/2018,2259,N/A,2259,2259,2259
09/06/2018,2281,N/A,2281,2281,2281
09/05/2018,2311,N/A,2311,2311,2311
09/04/2018,2332,N/A,2332,2332,2332
08/31/2018,2336,N/A,2336,2336,2336
08/30/2018,2275,N/A,2275,2275,2275
08/29/2018,2349,N/A,2349,2349,2349
08/28/2018,2320,N/A,2320,2320,2320
08/27/2018,2346,N/A,2346,2346,2346
08/24/2018,2364,N/A,2364,2364,2364
08/23/2018,2337,N/A,2337,2337,2337
08/22/2018,2313,N/A,2313,2313,2313
08/21/2018,2259,N/A,2259,2259,2259
08/20/2018,2195,N/A,2195,2195,2195
08/17/2018,2149,N/A,2149,2149,2149
08/16/2018,2104,N/A,2104,2104,2104
08/15/2018,2083,N/A,2083,2083,2083
08/14/2018,2108,N/A,2108,2108,2108
08/13/2018,2121,N/A,2121,2121,2121
08/10/2018,2086,N/A,2086,2086,2086
08/09/2018,2081,N/A,2081,2081,2081
08/08/2018,2111,N/A,2111,2111,2111
08/07/2018,2103,N/A,2103,2103,2103
08/06/2018,2122,N/A,2122,2122,2122
08/03/2018,2046,N/A,2046,2046,2046
08/02/2018,2072,N/A,2072,2072,2072
08/01/2018,2070,N/A,2070,2070,2070
07/31/2018,2170,N/A,2170,2170,2170
07/30/2018,2239,N/A,2239,2239,2239
07/27/2018,2233,N/A,2233,2233,2233
07/26/2018,2315,N/A,2315,2315,2315
07/25/2018,2245,N/A,2245,2245,2245
07/24/2018,2257,N/A,2257,2257,2257
07/23/2018,2299,N/A,2299,2299,2299
07/20/2018,2322,N/A,2322,2322,2322
07/19/2018,2292,N/A,2292,2292,2292
07/18/2018,2337,N/A,2337,2337,2337
07/17/2018,2395,N/A,2395,2395,2395
07/16/2018,2406,N/A,2406,2406,2406
07/13/2018,2513,N/A,2513,2513,2513
07/12/2018,2485,N/A,2485,2485,2485
07/11/2018,2480,N/A,2480,2480,2480
07/10/2018,2501,N/A,2501,2501,2501
07/09/2018,2443,N/A,2443,2443,2443
07/06/2018,2465,N/A,2465,2465,2465
07/05/2018,2482,N/A,2482,2482,2482
07/03/2018,2454,N/A,2454,2454,2454
07/02/2018,2501,N/A,2501,2501,2501
06/29/2018,2512,N/A,2512,2512,2512
06/28/2018,2451,N/A,2451,2451,2451
06/27/2018,2380,N/A,2380,2380,2380
06/26/2018,2472,N/A,2472,2472,2472
06/25/2018,2480,N/A,2480,2480,2480
06/22/2018,2514,N/A,2514,2514,2514
06/21/2018,2513,N/A,2513,2513,2513
06/20/2018,2553,N/A,2553,2553,2553
06/19/2018,2453,N/A,2453,2453,2453
06/18/2018,2476,N/A,2476,2476,2476
06/15/2018,2519,N/A,2519,2519,2519
06/14/2018,2450,N/A,2450,2450,2450
06/13/2018,2380,N/A,2380,2380,2380
06/12/2018,2413,N/A,2413,2413,2413
06/11/2018,2372,N/A,2372,2372,2372
06/08/2018,2393,N/A,2393,2393,2393
06/07/2018,2274,N/A,2274,2274,2274
06/06/2018,2296,N/A,2296,2296,2296
06/05/2018,2289,N/A,2289,2289,2289
06/04/2018,2351,N/A,2351,2351,2351
06/01/2018,2458,N/A,2458,2458,2458
05/31/2018,2454,N/A,2454,2454,2454
05/30/2018,2529,N/A,2529,2529,2529
05/29/2018,2497,N/A,2497,2497,2497
05/25/2018,2556,N/A,2556,2556,2556
05/24/2018,2603,N/A,2603,2603,2603
05/23/2018,2618,N/A,2618,2618,2618
05/22/2018,2615,N/A,2615,2615,2615
05/21/2018,2615,N/A,2615,2615,2615
05/18/2018,2678,N/A,2678,2678,2678
05/17/2018,2639,N/A,2639,2639,2639
05/16/2018,2730,N/A,2730,2730,2730
05/15/2018,2674,N/A,2674,2674,2674
05/14/2018,2779,N/A,2779,2779,2779
05/11/2018,2805,N/A,2805,2805,2805
05/10/2018,2762,N/A,2762,2762,2762
05/09/2018,2770,N/A,2770,2770,2770
05/08/2018,2773,N/A,2773,2773,2773
05/07/2018,2848,N/A,2848,2848,2848
05/04/2018,2777,N/A,2777,2777,2777
05/03/2018,2841,N/A,2841,2841,2841
05/02/2018,2813,N/A,2813,2813,2813
05/01/2018,2894,N/A,2894,2894,2894
04/30/2018,2825,1,2759,2759,2759
04/27/2018,2831,N/A,2831,2831,2831
04/26/2018,2802,N/A,2802,2802,2802
04/25/2018,2836,N/A,2836,2836,2836
04/24/2018,2815,N/A,2815,2815,2815
04/23/2018,2726,N/A,2726,2726,2726
04/20/2018,2729,N/A,2729,2729,2729
04/19/2018,2799,N/A,2799,2799,2799
04/18/2018,2800,4,2756,2760,2756
04/17/2018,2704,N/A,2704,2704,2704
04/16/2018,2702,N/A,2702,2702,2702
04/13/2018,2564,N/A,2564,2564,2564
04/12/2018,2542,N/A,2542,2542,2542
04/11/2018,2547,N/A,2547,2547,2547
04/10/2018,2489,N/A,2489,2489,2489
04/09/2018,2502,N/A,2502,2502,2502
04/06/2018,2453,N/A,2453,2453,2453
04/05/2018,2508,N/A,2508,2508,2508
04/04/2018,2475,N/A,2475,2475,2475
04/03/2018,2498,N/A,2498,2498,2498
04/02/2018,2635,N/A,2635,2635,2635
03/29/2018,2556,N/A,2556,2556,2556
03/28/2018,2597,N/A,2597,2597,2597
03/27/2018,2554,N/A,2554,2554,2554
03/26/2018,2629,N/A,2629,2629,2629
03/23/2018,2615,N/A,2615,2615,2615
03/22/2018,2535,N/A,2535,2535,2535
03/21/2018,2524,N/A,2524,2524,2524
03/20/2018,2480,N/A,2480,2480,2480
03/19/2018,2445,N/A,2445,2445,2445
03/16/2018,2522,N/A,2522,2522,2522
03/15/2018,2536,N/A,2536,2536,2536
03/14/2018,2556,N/A,2556,2556,2556
03/13/2018,2532,N/A,2532,2532,2532
03/12/2018,2546,N/A,2546,2546,2546
03/09/2018,2465,N/A,2465,2465,2465
03/08/2018,2493,N/A,2493,2493,2493
03/07/2018,2443,N/A,2443,2443,2443
03/06/2018,2441,N/A,2441,2441,2441
03/05/2018,2446,N/A,2446,2446,2446
03/02/2018,2313,N/A,2313,2313,2313
03/01/2018,2250,N/A,2250,2250,2250
02/28/2018,2218,N/A,2218,2218,2218
02/27/2018,2227,N/A,2227,2227,2227
02/26/2018,2215,N/A,2215,2215,2215
02/23/2018,2194,N/A,2194,2194,2194
02/22/2018,2146,N/A,2146,2146,2146
02/21/2018,2173,N/A,2173,2173,2173
02/20/2018,2148,N/A,2148,2148,2148
02/16/2018,2134,N/A,2134,2134,2134
02/15/2018,2134,N/A,2134,2134,2134
02/14/2018,2084,N/A,2084,2084,2084
02/13/2018,1999,N/A,1999,1999,1999
02/12/2018,1970,N/A,1970,1970,1970
02/09/2018,2031,N/A,2031,2031,2031
02/08/2018,2034,N/A,2034,2034,2034
02/07/2018,2013,N/A,2013,2013,2013
02/06/2018,2041,N/A,2041,2041,2041
02/05/2018,2045,N/A,2045,2045,2045
02/02/2018,2059,N/A,2059,2059,2059
02/01/2018,2017,N/A,2017,2017,2017
01/31/2018,1996,N/A,1996,1996,1996
01/30/2018,1970,N/A,1970,1970,1970
01/29/2018,1946,N/A,1946,1946,1946
01/26/2018,1986,N/A,1986,1986,1986
01/25/2018,1960,N/A,1960,1960,1960
01/24/2018,1955,N/A,1955,1955,1955
01/23/2018,1929,N/A,1929,1929,1929
01/22/2018,1938,N/A,1938,1938,1938
01/19/2018,1931,N/A,1931,1931,1931
01/18/2018,1984,N/A,1984,1984,1984
01/17/2018,1985,N/A,1985,1985,1985
01/16/2018,1932,N/A,1932,1932,1932
01/12/2018,1914,N/A,1914,1914,1914
01/11/2018,1928,N/A,1928,1928,1928
01/10/2018,1941,N/A,1941,1941,1941
01/09/2018,1899,N/A,1899,1899,1899
01/08/2018,1914,N/A,1914,1914,1914
01/05/2018,1895,N/A,1895,1895,1895
01/04/2018,1905,N/A,1905,1905,1905
01/03/2018,1907,N/A,1907,1907,1907
01/02/2018,1936,N/A,1936,1936,1936
12/29/2017,1892,N/A,1892,1892,1892
12/28/2017,1911,N/A,1911,1911,1911
12/27/2017,1866,N/A,1866,1866,1866
12/26/2017,1856,N/A,1856,1856,1856
12/22/2017,1809,N/A,1809,1809,1809
12/21/2017,1907,N/A,1907,1907,1907
12/20/2017,1931,N/A,1931,1931,1931
12/19/2017,1912,N/A,1912,1912,1912
12/18/2017,1922,N/A,1922,1922,1922
12/15/2017,1877,N/A,1877,1877,1877
12/14/2017,1893,1,1882,1882,1882
12/13/2017,1888,N/A,1888,1888,1888
12/12/2017,1867,N/A,1867,1867,1867
12/11/2017,1912,1,1941,1941,1941
12/08/2017,1887,N/A,1887,1887,1887
12/07/2017,1880,N/A,1880,1880,1880
12/06/2017,1906,N/A,1906,1906,1906
12/05/2017,1932,N/A,1932,1932,1932
12/04/2017,2003,N/A,2003,2003,2003
12/01/2017,2041,3,2022,2042,2022
11/30/2017,2049,N/A,2049,2049,2049
11/29/2017,2106,1,2057,2057,2057
11/28/2017,2049,N/A,2049,2049,2049
11/27/2017,2067,N/A,2067,2067,2067
11/24/2017,2107,N/A,2107,2107,2107
11/22/2017,2124,N/A,2124,2124,2124
11/21/2017,2110,N/A,2110,2110,2110
11/20/2017,2089,N/A,2089,2089,2089
11/17/2017,2131,N/A,2131,2131,2131
11/16/2017,2140,N/A,2140,2140,2140
11/15/2017,2133,N/A,2133,2133,2133
11/14/2017,2149,N/A,2149,2149,2149
11/13/2017,2208,N/A,2208,2208,2208
11/10/2017,2223,N/A,2223,2223,2223
11/09/2017,2198,N/A,2198,2198,2198
11/08/2017,2216,N/A,2216,2216,2216
11/07/2017,2163,N/A,2163,2163,2163
11/06/2017,2117,N/A,2117,2117,2117
11/03/2017,2061,N/A,2061,2061,2061
11/02/2017,2052,N/A,2052,2052,2052
11/01/2017,2123,N/A,2123,2123,2123
10/31/2017,2094,N/A,2094,2094,2094
10/30/2017,2118,N/A,2118,2118,2118
10/27/2017,2115,N/A,2115,2115,2115
10/26/2017,2127,N/A,2127,2127,2127
10/25/2017,2079,1,2077,2077,2077
10/24/2017,2084,N/A,2084,2084,2084
10/23/2017,2124,N/A,2124,2124,2124
10/20/2017,2138,N/A,2138,2138,2138
10/19/2017,2145,N/A,2145,2145,2145
10/18/2017,2067,N/A,2067,2067,2067
10/17/2017,2064,N/A,2064,2064,2064
10/16/2017,2044,N/A,2044,2044,2044
10/13/2017,2087,1,2084,2084,2084
10/12/2017,2090,N/A,2090,2090,2090
10/11/2017,2097,N/A,2097,2097,2097
10/10/2017,2045,N/A,2045,2045,2045
10/09/2017,2008,N/A,2008,2008,2008
10/06/2017,2085,N/A,2085,2085,2085
10/05/2017,2084,N/A,2084,2084,2084
10/04/2017,2078,N/A,2078,2078,2078
10/03/2017,2082,N/A,2082,2082,2082
10/02/2017,2037,1,2007,2007,2007
09/29/2017,2043,N/A,2043,2043,2043
09/28/2017,1980,1,2002,2002,2002
09/27/2017,2015,N/A,2015,2015,2015
09/26/2017,1971,N/A,1971,1971,1971
09/25/2017,1972,1,2011,2011,2011
09/22/2017,1983,N/A,1983,1983,1983
09/21/2017,2021,N/A,2021,2021,2021
09/20/2017,1998,N/A,1998,1998,1998
09/19/2017,1965,N/A,1965,1965,1965
09/18/2017,1975,N/A,1975,1975,1975
09/15/2017,2009,N/A,2009,2009,2009
09/14/2017,1973,N/A,1973,1973,1973
09/13/2017,1990,N/A,1990,1990,1990
09/12/2017,1951,N/A,1951,1951,1951
09/11/2017,1934,N/A,1934,1934,1934
09/08/2017,1933,N/A,1933,1933,1933
09/07/2017,1906,N/A,1906,1906,1906
09/06/2017,1917,N/A,1917,1917,1917
09/05/2017,1946,N/A,1946,1946,1946
09/01/2017,1947,N/A,1947,1947,1947
08/31/2017,1926,N/A,1926,1926,1926
08/30/2017,1924,N/A,1924,1924,1924
08/29/2017,1959,N/A,1959,1959,1959
08/28/2017,1997,N/A,1997,1997,1997
08/25/2017,1933,N/A,1933,1933,1933
08/24/2017,1895,N/A,1895,1895,1895
08/23/2017,1871,N/A,1871,1871,1871
08/22/2017,1886,N/A,1886,1886,1886
08/21/2017,1892,N/A,1892,1892,1892
08/18/2017,1878,N/A,1878,1878,1878
08/17/2017,1904,N/A,1904,1904,1904
08/16/2017,1844,N/A,1844,1844,1844
08/15/2017,1865,N/A,1865,1865,1865
08/14/2017,1923,N/A,1923,1923,1923
08/11/2017,1990,N/A,1990,1990,1990
08/10/2017,1967,N/A,1967,1967,1967
08/09/2017,2002,N/A,2002,2002,2002
08/08/2017,2018,N/A,2018,2018,2018
08/07/2017,2029,N/A,2029,2029,2029
08/04/2017,1994,N/A,1994,1994,1994
08/03/2017,2061,N/A,2061,2061,2061
08/02/2017,2055,N/A,2055,2055,2055
08/01/2017,2023,N/A,2023,2023,2023
07/31/2017,2060,N/A,2060,2060,2060
07/28/2017,2060,N/A,2060,2060,2060
07/27/2017,2013,N/A,2013,2013,2013
07/26/2017,1912,N/A,1912,1912,1912
07/25/2017,1926,N/A,1926,1926,1926
07/24/2017,1968,N/A,1968,1968,1968
07/21/2017,1968,N/A,1968,1968,1968
07/20/2017,1956,N/A,1956,1956,1956
07/19/2017,1944,N/A,1944,1944,1944
07/18/2017,1911,N/A,1911,1911,1911
07/17/2017,1910,N/A,1910,1910,1910
07/14/2017,1915,N/A,1915,1915,1915
07/13/2017,1872,N/A,1872,1872,1872
07/12/2017,1821,N/A,1821,1821,1821
07/11/2017,1817,N/A,1817,1817,1817
07/10/2017,1838,N/A,1838,1838,1838
